id;grammar;lemma_id
H7982-001;N-mpc;H7982
H7982-002;Art | N-mp;H7982
H7982-003;N-mpc | 3mp;H7982
H0984-001;Conj-w, Prep-m | N-proper-fs;H0984
H8583-001;N-proper-ms;H8583
H3141-001;N-proper-ms;H3141
H3141-002;Prep-l | N-proper-ms;H3141
H3141-003;Conj-w | N-proper-ms;H3141
H3092-001;Conj-w | N-proper-ms;H3092
H3092-002;N-proper-ms;H3092
H3092-003;Prep-l | N-proper-ms;H3092
H0286-001;N-proper-ms;H0286
H6659-001;Conj-w | N-proper-ms;H6659
H6659-002;N-proper-ms;H6659
H6659-003;Prep-l | N-proper-ms;H6659
H6659-004;Conj-w, Prep-l | N-proper-ms;H6659
H8304-001;Conj-w | N-proper-ms;H8304
H8304-002;N-proper-ms;H8304
H8304-003;Prep-l | N-proper-ms;H8304
H1141-001;Conj-w | N-proper-ms;H1141
H1141-002;N-proper-ms;H1141
H1141-003;Conj-w, Prep-l | N-proper-ms;H1141
H3077-001;N-proper-ms;H3077
H3077-002;Prep-l | N-proper-ms;H3077
H3077-003;Conj-w | N-proper-ms;H3077
H6432-001;Conj-w, Art | N-proper-ms;H6432
H6432-002;Art | N-proper-ms;H6432
H6717-001;N-proper-ms;H6717
H6717-002;Conj-w, Prep-l | N-proper-ms;H6717
H6717-003;Prep-l | N-proper-ms;H6717
H6717-004;Conj-w | N-proper-ms;H6717
H3810-001;Prep | N-proper-fs;H3810
H4316-001;N-proper-ms;H4316
H2586-001;N-proper-ms;H2586
H2586-002;Prep-l | N-proper-ms;H2586
H2586-003;Conj-w | N-proper-ms;H2586
H4063-001;N-mpc | 3mp;H4063
H8357-001;N-mpc | 3mp;H8357
H8357-002;N-ms;H8357
H2431-001;N-proper-ms;H2431
H2431-002;N-proper-fs | 3fs;H2431
H7731-001;Conj-w | N-proper-ms;H7731
H7731-002;N-proper-ms;H7731
H1339-001;N-proper-fs;H1339
H1339-002;Prep | N-proper-fs;H1339
H0463-001;N-proper-ms;H0463
H3380-001;N-proper-ms;H3380
H0706-001;Number-fd;H0706
H0605-001;Conj-w | V-Nifal-ConsecImperf-3ms;H0605
H0605-002;V-Qal-QalPassPrtcpl-ms;H0605
H0605-003;Adj-fs;H0605
H0605-004;Conj-w | V-Qal-QalPassPrtcpl-ms;H0605
H0605-005;Adj-ms;H0605
H0605-006;V-Qal-QalPassPrtcpl-fs;H0605
H6685-001;N-ms;H6685
H6685-002;Prep-b | N-ms;H6685
H6685-003;Conj-w | N-ms;H6685
H6685-004;Art | N-mp;H6685
H6685-005;Prep-b, Art | N-ms;H6685
H6685-006;Prep-m | N-ms;H6685
H6685-007;N-msc | 2mp;H6685
H6685-008;Conj-w, Prep-b | N-ms;H6685
H6685-009;N-msc;H6685
H6685-010;Conj-w | N-msc;H6685
H3907-001;V-Hitpael-Prtcpl-mp;H3907
H3907-002;V-Hitpael-Imperf-3mp;H3907
H3907-003;V-Piel-Prtcpl-mp;H3907
H3041-001;N-proper-ms;H3041
H5850-001;N-fsc;H5850
H5850-002;Conj-w | N-fsc;H5850
H5850-003;N-fp;H5850
H5850-004;Prep-b, Art | N-fs;H5850
H5850-005;Prep-l | N-fsc;H5850
H5850-006;Art | N-fs;H5850
H5850-007;Conj-w, Art | N-fp;H5850
H4050-001;Prep-b, Art | N-fs;H4050
H4050-002;Conj-w, Prep-b, Art | N-fp;H4050
H4037-001;Conj-w, Prep-b | N-fpc;H4037
H4404-001;Prep-b, Art | Adv;H4404
H4404-002;Prep-b, Art | N-ms;H4404
H4404-003;N-ms;H4404
H3122-001;N-proper-ms;H3122
H3122-002;Conj-w | N-proper-ms;H3122
H3122-003;Prep-l | N-proper-ms;H3122
H8093-001;N-proper-ms;H8093
H3082-001;N-proper-ms;H3082
H3082-002;Conj-w | N-proper-ms;H3082
H1279-001;Art | N-fs;H1279
H3834-001;N-fp;H3834
H3834-002;Art | N-fp;H3834
H4958-001;Art | N-fs;H4958
H8076-001;Conj-w | V-Qal-Prtcpl-fs;H8076
H8076-003;V-Qal-Prtcpl-fs;H8076
H8076-004;V-Qal-Prtcpl-ms;H8076
H8076-005;Art | V-Qal-Prtcpl-fp;H8076
H8076-006;Art | Adj-ms;H8076
H1178-001;Prep | N-proper-fs;H1178
H6505-001;N-msc | 3ms;H6505
H6505-002;Art | N-ms;H6505
H6505-003;Conj-w, Art | N-ms;H6505
H6505-004;Conj-w | N-mp;H6505
H6505-005;Conj-w | N-ms;H6505
H6505-006;N-mp;H6505
H6505-007;Conj-w, Prep-b, Art | N-mp;H6505
H6505-008;N-mpc | 3mp;H6505
H6505-009;Prep-k | N-ms;H6505
H5991-001;N-proper-ms;H5991
H8620-001;N-proper-fs | 3fs;H8620
H8620-002;N-proper-fs;H8620
H8620-003;N-proper-ms;H8620
H8620-004;Conj-w, Prep-b | N-proper-fs;H8620
H8620-005;Prep-m | N-proper-fs;H8620
H8621-001;Art | N-proper-fs;H8621
H8621-002;Art | N-proper-ms;H8621
H8621-003;Art | N-proper-mp;H8621
H5064-001;Art | V-Nifal-Prtcpl-mp;H5064
H5064-002;V-Nifal-Prtcpl-fp;H5064
H5064-003;V-Hifil-Imperf-3mp | 3ms;H5064
H5064-004;Conj-w | V-Hifil-ConsecImperf-3ms;H5064
H5064-005;V-Nifal-Perf-3fs;H5064
H5064-006;Conj-w | V-Hifil-Imp-ms | 3mp;H5064
H5064-007;Conj-w | V-Hifil-ConsecImperf-2ms;H5064
H5064-008;V-Hofal-Prtcpl-mp;H5064
H5064-009;Conj-w | V-Hifil-ConjPerf-1cs;H5064
H0786-001;Adv;H0786
H5228-001;Conj-w | Adj-mp;H5228
H5228-002;Adj-mp;H5228
H5228-003;Adj-msc | 3ms;H5228
H0302-001;N-proper-ms;H0302
H0302-002;Conj-w | N-proper-ms;H0302
H1526-001;Art | N-proper-ms;H1526
H7195-001;Art | N-ms;H7195
H7195-002;Conj-w | N-msc | 3ms;H7195
H7195-003;N-ms;H7195
H7195-004;N-msc;H7195
H0533-001;Adj-ms;H0533
H0533-002;Conj-w | Adj-msc;H0533
H0533-003;Conj-w | Adj-ms;H0533
H1023-001;Art | N-ms;H1023
H0863-001;N-proper-ms;H0863
H6939-001;N-proper-fs;H6939
H5679-001;Prep-b | N-fpc;H5679
H5679-002;Art | N-fs;H5679
H2645-001;V-Qal-QalPassPrtcpl-ms;H2645
H2645-002;V-Qal-Perf-3cp;H2645
H2645-003;V-Piel-Perf-3ms;H2645
H2645-004;Conj-w | V-Piel-ConsecImperf-3ms | 3ms;H2645
H2645-005;Conj-w | V-Piel-ConsecImperf-3ms;H2645
H2645-006;Conj-w | V-Qal-QalPassPrtcpl-msc;H2645
H2645-007;V-Nifal-Prtcpl-fs;H2645
H2645-008;Conj-w | V-Qal-ConjPerf-3cp;H2645
H3182-001;Adj-ms;H3182
H3182-002;Conj-w | Adj-ms;H3182
H3182-003;Prep-m | Adj-ms;H3182
H2365-001;N-proper-ms;H2365
H2365-002;Prep-l | N-proper-ms;H2365
H2365-003;Conj-w | N-proper-ms;H2365
H7463-001;N-msc;H7463
H7463-002;Conj-w | N-msc;H7463
H3287-001;Art | Adj-ms;H3287
H3287-002;Prep-l, Art | Adj-ms;H3287
H3287-003;Adj-ms;H3287
H6080-001;Conj-w | V-Piel-ConjPerf-3ms;H6080
H7909-001;Adj-ms;H7909
H7909-002;Conj-w | Adj-fs;H7909
H7909-003;Adj-fp;H7909
H6354-001;Art | N-mp;H6354
H6354-002;Art | N-ms;H6354
H6354-003;Conj-w | N-ms;H6354
H6354-004;N-ms;H6354
H7128-001;Prep-b, Art | N-ms;H7128
H7128-002;N-ms;H7128
H7128-003;Prep-m | N-msc;H7128
H7128-004;Conj-w | N-msc;H7128
H7128-005;N-mp;H7128
H7128-006;Prep-l | N-ms;H7128
H5498-001;Conj-w | V-Qal-ConjPerf-1cp;H5498
H5498-002;Prep-l | V-Qal-Inf;H5498
H5498-003;V-Qal-InfAbs;H5498
H5498-004;V-Qal-Imperf-3mp | 3mp;H5498
H7383-001;Art | N-fp;H7383
H4323-001;N-msc;H4323
H2614-001;Conj-w | V-Nifal-ConsecImperf-3ms;H2614
H2614-002;Conj-w | V-Piel-Prtcpl-ms;H2614
H6021-001;N-proper-ms;H6021
H6021-002;Conj-w | N-proper-ms;H6021
H6021-003;Conj-w, Prep-l | N-proper-ms;H6021
H6021-004;Prep-l | N-proper-ms;H6021
H3501-001;N-proper-ms;H3501
H7629-001;Conj-w | N-proper-ms;H7629
H1271-001;Conj-w | N-proper-ms;H1271
H1271-002;N-proper-ms;H1271
H1271-003;Prep-l | N-proper-ms;H1271
H7274-001;Prep-m | N-proper-fs;H7274
H6321-001;Conj-w | N-ms;H6321
H8194-001;Conj-w | N-fsc;H8194
H7730-001;N-msc;H7730
H7778-001;Art | N-ms;H7778
H7778-002;N-msc;H7778
H7778-003;Art | N-mp;H7778
H7778-004;Conj-w, Art | N-mp;H7778
H7778-005;N-ms;H7778
H7778-006;Prep-l | N-mp;H7778
H7778-007;N-mp;H7778
H7778-008;Prep-l | N-mpc;H7778
H7778-009;Conj-w | N-mp;H7778
H4794-001;N-fsc;H4794
H4794-002;Prep-k | N-fsc;H4794
H4794-003;Prep-b | N-fpc | 3mp;H4794
H4794-004;Prep-b | N-fsc | 3mp;H4794
H4794-005;N-fsc | 3mp;H4794
H3813-001;V-Qal-Perf-3ms;H3813
H7871-001;Prep-b | N-fsc | 3ms;H7871
H1578-001;Art | N-fs;H1578
H1578-002;N-fp;H1578
H3643-001;N-proper-ms;H3643
H3643-002;Conj-w | N-proper-ms;H3643
H5379-001;V-Nifal-InfAbs;H5379
H1075-001;N-proper-ms;H1075
H2424-001;N-fs;H2424
H5976-002;Conj-w | V-Hifil-ConjPerf-2ms;H5976
H3014-001;V-Hifil-Perf-3ms;H3014
H1038-001;Conj-w | N-proper-fs;H1038
H1038-002;Prep | N-proper-fs | 3fs;H1038
H1276-001;Art | N-proper-mp;H1276
H5550-001;N-fs;H5550
H5550-002;Art | N-fp;H5550
H3746-001;Art | N-mb;H3746
H3746-003;Prep-l, Art | N-ms;H3746
H3746-004;Art | N-ms;H3746
H0151-001;Conj-w | N-proper-ms;H0151
H0151-002;N-proper-ms;H0151
H7724-002;N-proper-ms;H7724
H5896-001;N-proper-ms;H5896
H2972-001;Art | N-proper-ms;H2972
H1393-001;Art | N-proper-mp;H1393
H1393-002;Prep-l, Art | N-proper-mp;H1393
H1393-003;Conj-w, Art | N-proper-mp;H1393
H1393-004;Art | N-proper-ms;H1393
H0972-001;Adj-msc;H0972
H0972-002;N-mpc | 3ms;H0972
H0972-003;Prep-l | Adj-msc | 1cs;H0972
H0972-004;N-mpc | 2ms;H0972
H0972-005;Adj-msc | 3ms;H0972
H0972-006;Adj-msc | 1cs;H0972
H0972-007;Adj-mpc | 1cs;H0972
H0972-008;Prep-l | Adj-mpc | 1cs;H0972
H0764-001;N-proper-ms;H0764
H3430-001;Conj-w | N-proper-ms;H3430
H7013-001;N-msc | 3ms;H7013
H1359-001;Prep-b | N-proper-ms;H1359
H5444-001;N-proper-ms;H5444
H2843-001;Art | N-proper-ms;H2843
H5593-001;N-proper-ms;H5593
H0445-001;N-proper-ms;H0445
H3296-001;N-proper-ms;H3296
H6403-001;Conj-w | V-Piel-Prtcpl-msc | 1cs;H6403
H6403-002;Conj-w | V-Piel-ConsecImperf-2ms | 1cs;H6403
H6403-003;V-Piel-Imperf-3fs;H6403
H6403-004;Conj-w | V-Piel-ConjImperf.Cohort-1cs;H6403
H6403-005;V-Piel-Imp-ms | 3fs;H6403
H6403-006;V-Piel-Imperf-2ms | 1cs;H6403
H6403-007;V-Piel-Prtcpl-msc | 1cs;H6403
H6403-008;Conj-w | V-Piel-ConsecImperf-2ms | 3mp;H6403
H6403-009;V-Piel-Imperf-3ms | 3ms;H6403
H6403-010;V-Piel-Imp-ms | 1cs;H6403
H6403-011;Conj-w | V-Piel-ConsecImperf-3ms | 3mp;H6403
H6403-012;V-Piel-Imperf-3ms | 3mp;H6403
H6403-013;Conj-w | V-Piel-ConjImperf-2ms | 1cs;H6403
H6403-014;V-Piel-Imp-mp;H6403
H6403-015;Conj-w | V-Piel-ConjImperf-1cs | 3ms;H6403
H6403-016;Conj-w | V-Hifil-ConjImperf-3ms;H6403
H6403-017;Conj-w | V-Qal-ConjPerf-3cp;H6403
H6403-018;V-Hifil-Imperf-2ms;H6403
H6403-019;V-Piel-Imperf-2ms;H6403
H3468-001;N-msc | 1cs;H3468
H3468-002;N-msc | 2ms;H3468
H3468-003;N-msc | 1cp;H3468
H3468-004;Prep-m | N-ms;H3468
H3468-005;N-ms;H3468
H3468-006;Prep-b | N-ms;H3468
H3468-007;N-msc;H3468
H3468-008;N-msc | 3ms;H3468
H3468-009;Conj-w | N-msc | 1cs;H3468
H3468-010;Prep-b | N-msc;H3468
H3468-011;Conj-w | N-msc | 2ms;H3468
H3468-012;N-msc | 2fs;H3468
H3468-013;Prep-l | N-msc;H3468
H3468-014;Prep-l | N-ms;H3468
H4498-001;Conj-w | N-msc | 1cs;H4498
H4498-002;Conj-w | N-ms;H4498
H4498-003;N-ms;H4498
H0661-001;V-Qal-Perf-3cp | 1cs;H0661
H0661-002;V-Qal-Perf-3cp;H0661
H4867-001;N-mpc;H4867
H4867-002;N-mpc | 2ms;H4867
H1607-001;Conj-w | V-Qal-ConsecImperf-3fs;H1607
H1607-002;Conj-w | V-Hitpael-ConsecImperf-3fs;H1607
H1607-003;Conj-w | V-Hitpael-ConsecImperf-3mp;H1607
H1607-004;V-Pual-Imperf-3mp;H1607
H1607-005;Conj-w | V-Hitpael-ConjPerf-3cp;H1607
H1607-006;V-Hitpael-Imperf-3mp;H1607
H2841-001;N-fsc;H2841
H5051-001;Prep-m | N-fs;H5051
H5051-002;N-fs;H5051
H5051-003;Conj-w | N-fsc;H5051
H5051-004;Prep-l | N-fsc;H5051
H5051-005;Conj-w, Prep | N-fs;H5051
H5051-006;Prep-k, Art | N-fs;H5051
H5051-007;Conj-w | N-fs;H5051
H5051-008;Art | N-fs;H5051
H5051-009;N-fsc;H5051
H5051-010;N-msc | 3mp;H5051
H5051-011;Prep-l | N-fs;H5051
H0650-001;N-mpc;H0650
H0650-002;Prep-k | N-msc;H0650
H0650-003;N-mp;H0650
H0650-004;Prep-k | N-mp;H0650
H0650-005;N-mpc | 3ms;H0650
H0650-006;Prep-l, Art | N-mp;H0650
H0650-007;Conj-w | N-mp;H0650
H0650-008;Prep-b, Art | N-mp;H0650
H0650-009;N-mpc | 2ms;H0650
H1606-001;Prep-b | N-fsc;H1606
H1606-002;Prep-m | N-fsc | 3ms;H1606
H1606-003;Prep-m | N-fsc | 2ms;H1606
H1606-004;Prep-m | N-fsc;H1606
H1606-005;N-fsc | 2ms;H1606
H1606-006;N-fs;H1606
H1606-007;N-fsc;H1606
H1606-008;Prep-b | N-fsc | 1cs;H1606
H1606-009;Conj-w | N-fsc | 3ms;H1606
H4800-001;Prep-l, Art | N-ms;H4800
H4800-002;Prep-b, Art | N-ms;H4800
H4800-003;Prep-l | N-mpc;H4800
H1252-001;Prep-k | N-msc;H1252
H1252-002;Prep-k | N-msc | 1cs;H1252
H1252-003;Prep-b | N-msc;H1252
H1305-001;V-Nifal-Prtcpl-ms;H1305
H1305-002;V-Hitpael-Imperf-2ms;H1305
H1305-003;V-Qal-QalPassPrtcpl-mp;H1305
H1305-004;Art | V-Qal-QalPassPrtcpl-mp;H1305
H1305-005;V-Qal-QalPassPrtcpl-fp;H1305
H1305-006;V-Qal-QalPassPrtcpl-ms;H1305
H1305-007;Prep-l | V-Qal-Inf | 3mp;H1305
H1305-008;V-Nifal-Imp-mp;H1305
H1305-009;Prep-l | V-Hifil-Inf;H1305
H1305-010;V-Hifil-Imp-mp;H1305
H1305-011;Conj-w | V-Qal-ConjPerf-1cs;H1305
H1305-012;Conj-w, Prep-l | V-Piel-Inf;H1305
H1305-013;V-Hitpael-Imperf-3mp;H1305
H1305-014;V-Qal-QalPassPrtcpl-fs;H1305
H5050-001;V-Hifil-Imperf-3ms;H5050
H5050-002;V-Qal-Imperf-3ms;H5050
H5050-003;V-Qal-Perf-3ms;H5050
H1801-001;V-Piel-Imperf-1cs;H1801
H1801-002;V-Piel-Prtcpl-ms;H1801
H1801-003;V-Piel-Imperf-3ms;H1801
H1801-004;Art | V-Qal-Prtcpl-ms;H1801
H4571-001;V-Qal-Perf-3cp;H4571
H4571-002;Prep-l | V-Qal-Prtcpl-mpc;H4571
H4571-003;V-Qal-Imperf-1cs;H4571
H4571-004;V-Qal-Imperf-3fs;H4571
H4571-005;V-Hifil-Imp-ms;H4571
H7166-001;N-fdc | 1cs;H7166
H6789-001;Conj-w | V-Hifil-ConsecImperf-1cs | 3mp;H6789
H6789-002;V-Nifal-Perf-3cp;H6789
H6789-003;V-Nifal-Perf-1cs;H6789
H6789-004;V-Hifil-Imperf-1cs | 3mp;H6789
H6789-005;V-Hifil-Imp-ms | 3mp;H6789
H6789-006;V-Hifil-Prtcpl-mpc | 1cs;H6789
H6789-007;V-Hifil-Perf-2ms;H6789
H6789-008;V-Piel-Perf-3cp | 1cs;H6789
H6789-009;V-Hifil-Imperf-3ms | 3mp;H6789
H6789-010;V-Hifil-Imperf-1cs;H6789
H6789-011;V-Piel-Perf-3fs | 1cs;H6789
H6789-012;V-Hifil-Imperf-2ms;H6789
H6789-013;V-Qal-Perf-3cp;H6789
H2916-001;Prep-k | N-msc;H2916
H2916-002;N-ms;H2916
H2916-003;Prep-m | N-msc;H2916
H2916-004;Prep-m | N-ms;H2916
H2916-005;Conj-w | N-ms;H2916
H2916-006;Prep-b, Art | N-ms;H2916
H2916-007;Prep-b | N-msc;H2916
H5920-001;N-ms;H5920
H5920-002;Prep-m | N-ms;H5920
H2158-001;N-mpc;H2158
H2158-002;N-mp;H2158
H2158-003;Prep-b | N-mp;H2158
H2158-005;N-msc;H2158
H4405-001;Conj-w | N-fsc | 3ms;H4405
H4405-002;Prep-b | N-fp;H4405
H4405-003;N-fpc | 2ms;H4405
H4405-004;N-fp;H4405
H4405-005;N-fsc | 1cs;H4405
H4405-006;Conj-w | N-fp;H4405
H4405-007;Prep-l | N-fp;H4405
H4405-008;N-fpc | 1cs;H4405
H4405-009;Prep-l | N-fs;H4405
H4405-010;N-fpc | 3mp;H4405
H4405-011;N-fs;H4405
H7675-001;Prep-b, Art | Adj-fs;H7675
H7675-002;Art | N-ms;H7675
H7675-004;N-msc;H7675
H8461-001;N-proper-ms;H8461
H5722-001;N-proper-ms;H5722
H6112-001;Art | N-msc | 3ms;H6112
H3434-002;N-proper-ms;H3434
H3434-003;Conj-w | N-proper-ms;H3434
H0266-001;N-proper-ms;H0266
H0266-002;Art | N-proper-ms;H0266
H8037-001;N-proper-ms;H8037
H8037-002;Conj-w | N-proper-ms;H8037
H0089-001;N-proper-ms;H0089
H2043-001;N-proper-ms;H2043
H2043-002;Art | N-proper-ms;H2043
H0877-001;Prep-m | N-msc;H0877
H0877-002;N-mp;H0877
H0739-001;N-msc;H0739
H2733-001;Art | N-proper-ms;H2733
H0470-001;N-proper-ms;H0470
H2503-001;N-proper-ms;H2503
H2503-002;Conj-w | N-proper-ms;H2503
H6407-001;Art | N-proper-ms;H6407
H6142-001;N-proper-ms;H6142
H6069-001;Art | N-proper-ms;H6069
H6069-002;Art | N-proper-fs;H6069
H4012-001;N-proper-ms;H4012
H4121-001;N-proper-ms;H4121
H5200-001;Art | N-proper-ms;H5200
H5200-002;Conj-w | N-proper-ms;H5200
H5200-003;N-proper-ms;H5200
H2460-001;N-proper-ms;H2460
H7380-001;N-proper-ms;H7380
H1914-001;N-proper-ms;H1914
H0045-001;N-proper-ms;H0045
H6164-001;Art | N-proper-ms;H6164
H5820-001;N-proper-ms;H5820
H5820-002;Conj-w | N-proper-ms;H5820
H1273-001;Art | N-proper-ms;H1273
H0455-001;N-proper-ms;H0455
H8170-001;Art | N-proper-ms;H8170
H3464-001;N-proper-ms;H3464
H0279-001;N-proper-ms;H0279
H8325-001;N-proper-ms;H8325
H0308-001;N-proper-ms;H0308
H2695-001;N-proper-ms;H2695
H6474-001;N-proper-ms;H6474
H0701-001;Art | N-proper-ms;H0701
H1137-001;N-proper-ms;H1137
H1137-003;Conj-w | N-proper-ms;H1137
H6768-001;N-proper-ms;H6768
H5171-001;N-proper-ms;H5171
H3505-001;Art | N-proper-ms;H3505
H1619-001;N-proper-ms;H1619
H1619-002;N-proper-fs;H1619
H8483-001;N-proper-fs;H8483
H1842-001;N-proper-fs | 3fs;H1842
H4662-001;N-msc;H4662
H4662-002;Prep-b | N-msc;H4662
H2374-001;N-msc;H2374
H2374-002;N-ms;H2374
H2374-003;Art | N-ms;H2374
H2374-004;Art | N-mp;H2374
H2374-005;Conj-w, Prep-l, Art | N-mp;H2374
H2374-006;Art | V-Qal-Prtcpl-mp;H2374
H2374-007;Conj-w, Art | V-Qal-Prtcpl-mp;H2374
H2374-008;V-Qal-Prtcpl-mp;H2374
H5190-001;V-Qal-Prtcpl-ms;H5190
H5190-002;V-Qal-Imperf-3ms;H5190
H5190-003;Conj-w | V-Piel-ConsecImperf-3ms | 3mp;H5190
H5190-004;V-Qal-Perf-3ms;H5190
H0728-001;Art | N-proper-ms;H0728
H0728-002;N-proper-ms;H0728
H4173-001;Conj-w, Art | N-mp;H4173
H4173-002;Conj-w, Art | N-ms;H4173
H4173-003;Prep-l | N-msc;H4173
H0049-001;N-proper-fs;H0049
H0049-002;Conj-w | N-proper-fs;H0049
H7767-001;Art | N-proper-fs;H7767
H7767-002;Prep-l, Art | N-proper-fs;H7767
H7472-001;Conj-w | N-proper-ms;H7472
H2120-001;N-proper-fs;H2120
H6506-001;Art | N-fs;H6506
H6506-002;N-fsc;H6506
H1993-001;V-Qal-Prtcpl-fs;H1993
H1993-002;V-Qal-Imperf-3mp | Pn;H1993
H1993-003;Conj-w | V-Qal-ConsecImperf-2fs;H1993
H1993-004;V-Qal-Imperf-2fs;H1993
H1993-005;V-Qal-Imperf-3mp;H1993
H1993-006;V-Qal-Perf-3cp;H1993
H1993-007;Conj-w | V-Qal-ConjImperf.h-1cs;H1993
H1993-008;Conj-w | V-Qal-ConjImperf.Cohort-1cs;H1993
H1993-009;V-Qal-Prtcpl-fp;H1993
H1993-010;V-Qal-Prtcpl-ms;H1993
H1993-011;Prep-k | V-Qal-Inf;H1993
H1993-012;Conj-w | V-Qal-ConsecImperf-3mp;H1993
H1993-013;V-Qal-Imperf-1cp;H1993
H1993-014;Conj-w | V-Qal-ConjPerf-3cp;H1993
H1993-015;V-Qal-Imperf-3ms;H1993
H4834-001;V-Nifal-Prtcpl-fs;H4834
H4834-002;V-Nifal-Perf-3cp;H4834
H4834-003;V-Hifil-Imperf-3ms | 2ms;H4834
H4834-004;V-Nifal-Prtcpl-ms;H4834
H3483-001;Conj-w, Prep-b | N-fsc;H3483
H2185-001;N-fp;H2185
H2185-002;Conj-w, Art | N-fp;H2185
H1504-001;V-Qal-Imp-mp;H1504
H1504-002;Conj-w | V-Qal-ConsecImperf-3mp;H1504
H1504-003;V-Nifal-Perf-3ms;H1504
H1504-004;Conj-w | V-Qal-ConjImperf-2ms;H1504
H1504-005;V-Nifal-Perf-3cp;H1504
H1504-006;Prep-l | V-Qal-Prtcpl-msc;H1504
H1504-007;Conj-w | V-Qal-ConsecImperf-3ms;H1504
H1504-008;V-Nifal-Perf-1cs;H1504
H1504-009;V-Nifal-Perf-1cp;H1504
H1504-010;V-Qal-Perf-3ms;H1504
H5838-001;N-proper-ms;H5838
H5838-002;Conj-w | N-proper-ms;H5838
H5838-003;Prep-l | N-proper-ms;H5838
H5838-004;Conj-w, Prep-l | N-proper-ms;H5838
H0456-001;N-proper-ms;H0456
H7894-001;N-proper-ms;H7894
H2071-001;Conj-w | N-proper-ms;H2071
H0301-001;Conj-w | N-proper-ms;H0301
H0141-001;Conj-w | N-proper-ms;H0141
H5653-001;N-proper-ms;H5653
H5653-002;Conj-w | N-proper-ms;H5653
H1133-001;N-proper-ms;H1133
H1128-001;N-proper-ms;H1128
H4739-001;Prep-b | N-proper-fs;H4739
H0358-001;N-proper-fs;H0358
H1136-001;N-proper-ms;H1136
H0700-001;Prep-b, Art | N-proper-fs;H0700
H1125-001;N-proper-ms;H1125
H2955-001;N-proper-fs;H2955
H1195-001;N-proper-ms;H1195
H3361-001;Prep-l | N-proper-fs;H3361
H3361-002;N-proper-fs;H3361
H1127-001;N-proper-ms;H1127
H0292-001;N-proper-ms;H0292
H5714-001;N-proper-ms;H5714
H5714-002;Conj-w | N-proper-ms;H5714
H5714-003;Prep-l | N-proper-ms;H5714
H6515-001;N-proper-ms;H6515
H0414-001;N-proper-ms;H0414
H1398-001;N-proper-ms;H1398
H7471-001;N-ms;H7471
H1257-001;Conj-w | N-mp;H1257
H0075-001;V-Qal-QalPassPrtcpl-mp;H0075
H0075-002;V-Qal-QalPassPrtcpl-ms;H0075
H8607-001;Prep-m | N-proper-fs;H8607
H8607-002;N-proper-ms;H8607
H0723-001;N-fpc;H0723
H0723-002;Conj-w | N-fp;H0723
H7409-001;Conj-w, Prep-l, Art | N-ms;H7409
H7409-002;Art | N-ms;H7409
H7409-003;Prep-l, Art | N-ms;H7409
H0387-001;Prep-m | N-proper-ms;H0387
H0387-002;Conj-w | N-proper-ms;H0387
H0387-003;N-proper-ms;H0387
H0387-004;Prep-l | N-proper-ms;H0387
H0250-001;Art | N-proper-ms;H0250
H1968-001;Conj-w | N-proper-ms;H1968
H1968-002;N-proper-ms;H1968
H1968-003;Prep-l | N-proper-ms;H1968
H3633-001;Conj-w | N-proper-ms;H3633
H1862-001;Conj-w | N-proper-ms;H1862
H4235-001;N-proper-ms;H4235
H6294-001;N-ms;H6294
H6294-002;Conj-w | N-ms;H6294
H1702-001;N-fp;H1702
H4361-001;N-fs;H4361
H5449-001;N-ms;H5449
H5449-002;Art | N-mp;H5449
H5449-003;Art | N-ms;H5449
H2099-001;N-proper-fs;H2099
H0197-001;Conj-w, Art | N-ms;H0197
H0197-002;N-msc;H0197
H0197-003;Conj-w | N-ms;H0197
H0197-004;Conj-w | N-msc;H0197
H0197-005;Prep-l | N-ms;H0197
H0197-006;Prep-k, Art | N-ms;H0197
H0197-007;Conj-w, Prep-l | N-msc;H0197
H0197-008;Prep-b, Art | N-ms;H0197
H0197-009;Prep-l | N-msc;H0197
H0197-010;Art | N-ms;H0197
H0197-011;Conj-w, Prep-b | N-msc;H0197
H0197-012;Conj-w | N-mpc;H0197
H8261-001;N-mp;H8261
H8261-002;Conj-w | N-mp;H8261
H0331-001;V-Qal-QalPassPrtcpl-mp;H0331
H0331-002;V-Hifil-Imperf.Jus-3ms;H0331
H0331-003;V-Qal-Prtcpl-ms;H0331
H0331-004;V-Qal-QalPassPrtcpl-fp;H0331
H0331-005;Art | V-Qal-QalPassPrtcpl-fp;H0331
H1687-001;Conj-w, Prep-l, Art | N-ms;H1687
H1687-002;Prep-l | N-ms;H1687
H1687-003;Conj-w | N-ms;H1687
H1687-004;Art | N-ms;H1687
H1687-005;Prep-l, Art | N-ms;H1687
H1687-006;Prep-b, Art | N-ms;H1687
H1687-007;N-msc;H1687
H4052-001;N-fp;H4052
H4717-001;Conj-w | N-fp;H4717
H4717-002;Conj-w, Prep-b, Art | N-fp;H4717
H4717-003;Conj-w, Prep-b | N-fp;H4717
H3883-001;Conj-w, Prep-b | N-mp;H3883
H7713-001;Conj-w | N-fp;H7713
H7713-002;Art | N-fp;H7713
H7713-003;Prep-l, Art | N-fp;H7713
H0729-004;Conj-w | Adj-mp;H0729
H5604-001;Art | N-ms;H5604
H4734-001;N-fsc;H4734
H4734-002;N-fpc;H4734
H4734-003;N-fp;H4734
