id;grammar;lemma_id
H2891-031;Conj-w | V-Piel-ConsecImperf-3fs | 3mp;H2891
H2891-032;V-Piel-Imp-ms | 1cs;H2891
H2891-033;Conj-w | V-Qal-ConjImperf-1cs;H2891
H2891-034;V-Qal-Perf-1cs;H2891
H2891-035;Conj-w, Art | V-Hitpael-Prtcpl-mp;H2891
H2891-036;V-Qal-Imperf-2fs;H2891
H2891-037;V-Pual-Prtcpl-fs;H2891
H2891-038;V-Piel-Perf-1cs | 2fs;H2891
H2891-039;V-Qal-Perf-2fs;H2891
H2891-040;V-Piel-Imperf-1cs;H2891
H2891-041;V-Piel-Inf | 1cs;H2891
H2891-042;Conj-w | V-Piel-ConjPerf-1cs;H2891
H2891-043;V-Piel-Inf;H2891
H2891-044;Prep-l | V-Piel-Inf | 3fs;H2891
H2891-045;Conj-w | V-Piel-ConjPerf-3cp;H2891
H2891-046;Conj-w | V-Piel-Prtcpl-ms;H2891
H2934-001;Conj-w | V-Qal-ConsecImperf-3ms;H2934
H2934-002;Conj-w | V-Qal-ConsecImperf-3ms | 3ms;H2934
H2934-003;V-Qal-QalPassPrtcpl-mpc;H2934
H2934-004;Conj-w | V-Qal-ConsecImperf-3fs | 3mp;H2934
H2934-005;V-Qal-QalPassPrtcpl-mp;H2934
H2934-006;V-Qal-QalPassPrtcpl-fs;H2934
H2934-007;Conj-w | V-Hifil-ConsecImperf-3mp;H2934
H2934-008;V-Qal-QalPassPrtcpl-ms;H2934
H2934-009;Prep-l | V-Qal-Inf;H2934
H2934-010;V-Qal-Imp-ms | 3mp;H2934
H2934-011;Prep-b, Art | V-Qal-QalPassPrtcpl-ms;H2934
H2934-012;V-Qal-Perf-3cp;H2934
H2934-013;V-Qal-Perf-3ms;H2934
H2934-014;Conj-w | V-Nifal-Imp-ms;H2934
H2934-015;Conj-w | V-Qal-Imp-ms | 3ms;H2934
H2934-016;Conj-w | V-Qal-ConsecImperf-1cs | 3ms;H2934
H2934-017;Prep-l | V-Qal-Inf | 3ms;H2934
H2934-018;V-Qal-Perf-1cs | 3ms;H2934
H2934-019;Conj-w | V-Qal-ConjPerf-2ms | 3mp;H2934
H2934-020;V-Qal-Perf-1cs;H2934
H0424-001;Art | N-fs;H0424
H0424-002;Prep-b, Art | N-fs;H0424
H0424-003;Prep-k | N-fs;H0424
H0424-004;Prep-k, Art | N-fs;H0424
H0424-005;N-fs;H0424
H0424-006;Conj-w | N-fs;H0424
H2847-001;N-fsc;H2847
H1683-001;N-proper-fs;H1683
H1683-002;Conj-w | N-proper-fs;H1683
H0437-001;Art | N-ms;H0437
H0437-002;N-mpc;H0437
H0437-003;Conj-w, Prep-k, Art | N-ms;H0437
H0437-004;Conj-w | N-ms;H0437
H0437-005;N-mp;H0437
H0437-006;N-ms;H0437
H0437-007;Prep-k, Art | N-mp;H0437
H0439-001;N-fs;H0439
H2504-001;Prep-m | N-mdc | 2ms;H2504
H2504-002;N-mdc | 3ms;H2504
H2504-003;N-mdc | 2ms;H2504
H2504-004;N-md;H2504
H4678-001;N-fsc;H4678
H4678-002;N-fs;H4678
H4678-003;Prep-l, Art | N-fs;H4678
H4678-004;N-fsc | 3fs;H4678
H5262-001;N-ms;H5262
H5262-002;Conj-w | N-ms;H5262
H5262-003;Conj-w, Prep-k | N-msc | 3fs;H5262
H5262-004;Conj-w | N-msc | 3ms;H5262
H5262-005;Conj-w | N-mpc | 3mp;H5262
H5262-006;Conj-w | N-mp;H5262
H5262-007;Art | N-ms;H5262
H5262-008;N-msc | 3ms;H5262
H5262-009;Prep-l, Art | N-ms;H5262
H5262-010;N-msc;H5262
H5262-011;Conj-w, Prep-k | N-msc | 3ms;H5262
H5262-012;Conj-w | N-msc | 3fs;H5262
H5262-013;Conj-w | N-mpc | 3fs;H5262
H5262-014;Conj-w, Prep-l | N-mpc | 2mp;H5262
H5262-015;Conj-w, Prep-b, Art | N-mp;H5262
H5262-016;N-mpc | 3mp;H5262
H5262-017;Conj-w | N-msc | 1cs;H5262
H5262-018;N-mp;H5262
H5262-019;Conj-w, Art | N-ms;H5262
H3530-001;N-fsc;H3530
H0672-001;N-proper-fs;H0672
H0672-002;Prep-b | N-proper-fs;H0672
H7185-001;Conj-w | V-Piel-ConsecImperf-3fs;H7185
H7185-002;Prep-b | V-Hifil-Inf | 3fs;H7185
H7185-003;V-Qal-Perf-3fs;H7185
H7185-004;V-Hifil-Imperf-1cs;H7185
H7185-005;V-Hifil-Perf-3ms;H7185
H7185-006;V-Qal-Imperf-3ms;H7185
H7185-007;V-Hifil-Imperf-2mp;H7185
H7185-008;Conj-w | V-Qal-ConsecImperf-3ms;H7185
H7185-009;V-Hifil-Perf-2ms;H7185
H7185-010;Conj-w | V-Hifil-ConsecImperf-3mp;H7185
H7185-011;Conj-w | V-Hifil-ConsecImperf-3ms;H7185
H7185-012;V-Hifil-Perf-3cp;H7185
H7185-013;Conj-w | V-Hifil-Prtcpl-ms;H7185
H7185-014;V-Hifil-Prtcpl-ms;H7185
H7185-015;V-Nifal-Prtcpl-ms;H7185
H1126-001;N-proper-ms;H1126
H1144-001;N-proper-ms;H1144
H1144-002;Conj-w | N-proper-ms;H1144
H1144-003;Conj-w, Prep-l | N-proper-ms;H1144
H1144-004;Prep-l | N-proper-ms;H1144
H1144-005;Conj-w, Prep-b | N-proper-ms;H1144
H1144-006;Prep-m | N-proper-ms;H1144
H1144-007;Prep-b | N-proper-ms;H1144
H1144-008;Prep;H1144
H1144-009;Conj-w, Prep-m | N-proper-ms;H1144
H1144-010;Conj-w | N-proper-fs;H1144
H1035-001;N-proper-fs;H1035
H1035-002;Conj-w | N-proper-fs;H1035
H1035-003;Prep | N-proper-fs;H1035
H6900-001;N-fsc | 3fs;H6900
H6900-002;N-fsc;H6900
H6900-003;Prep-b | N-fsc | 3mp;H6900
H6900-004;N-fsc | 3ms;H6900
H6900-005;Prep-b | N-fsc | 3ms;H6900
H6900-006;Art | N-fs;H6900
H6900-007;N-fs;H6900
H6900-008;Prep-b | N-fs;H6900
H4029-001;Prep | N-proper-fs;H4029
H0173-001;N-proper-fs;H0173
H0173-002;Conj-w | N-proper-fs;H0173
H0173-003;N-proper-ms;H0173
H6034-001;N-proper-fs;H6034
H6034-002;Conj-w | N-proper-ms;H6034
H6034-003;N-proper-ms;H6034
H6649-001;N-proper-ms;H6649
H6649-002;N-proper-fs;H6649
H6649-003;Conj-w | N-proper-ms;H6649
H6649-004;Prep-l | N-proper-ms;H6649
H0464-001;N-proper-ms;H0464
H0464-002;Prep-l | N-proper-ms;H0464
H7467-001;N-proper-ms;H7467
H3266-001;N-proper-ms;H3266
H3266-002;Conj-w | N-proper-ms;H3266
H3281-001;N-proper-ms;H3281
H3281-002;Conj-w | N-proper-ms;H3281
H7141-001;N-proper-ms;H7141
H7141-002;Prep-l | N-proper-ms;H7141
H7141-003;Prep-k | N-proper-ms;H7141
H7141-004;Conj-w | N-proper-ms;H7141
H8487-001;N-proper-ms;H8487
H8487-002;Prep-b | N-proper-fs;H8487
H8487-003;N-proper-fs;H8487
H8487-004;Prep-m | N-proper-fs;H8487
H8487-005;Prep-m | N-fs;H8487
H0201-001;N-proper-ms;H0201
H0201-002;Conj-w | N-proper-ms;H0201
H6825-001;N-proper-ms;H6825
H1609-001;Conj-w | N-proper-ms;H1609
H1609-002;N-proper-ms;H1609
H7073-001;Conj-w | N-proper-ms;H7073
H7073-002;N-proper-ms;H7073
H8555-001;Conj-w | N-proper-fs;H8555
H8555-002;N-proper-fs;H8555
H8555-003;N-proper-ms;H8555
H8555-004;Conj-w | N-proper-ms;H8555
H6002-001;N-proper-ms;H6002
H6002-002;Prep-b | N-proper-ms;H6002
H6002-003;Conj-w | N-proper-ms;H6002
H6002-004;Art | N-proper-ms;H6002
H6002-005;Conj-w, Prep-m | N-proper-ms;H6002
H6002-006;Prep-l | N-proper-ms;H6002
H5184-001;N-proper-ms;H5184
H5184-002;Conj-w | N-proper-ms;H5184
H2226-001;Conj-w | N-proper-ms;H2226
H2226-002;N-proper-ms;H2226
H2226-003;Prep-l | N-proper-ms;H2226
H8048-001;N-proper-ms;H8048
H4199-001;Conj-w | N-proper-ms;H4199
H4199-002;N-proper-ms;H4199
H3877-001;N-proper-fs;H3877
H3877-002;N-proper-ms;H3877
H7732-001;Conj-w | N-proper-ms;H7732
H7732-002;N-proper-ms;H7732
H7732-003;Prep-l | N-proper-ms;H7732
H1787-001;Conj-w | N-proper-ms;H1787
H1787-002;N-proper-ms;H1787
H1787-003;N-proper-md;H1787
H0687-001;Conj-w | N-proper-ms;H0687
H0687-002;N-proper-ms;H0687
H1789-001;Conj-w | N-proper-ms;H1789
H1789-002;N-proper-ms;H1789
H2753-001;N-proper-ms;H2753
H2753-002;Art | N-proper-ms;H2753
H1967-001;Conj-w | N-proper-ms;H1967
H5935-001;N-proper-ms;H5935
H8195-001;N-proper-ms;H8195
H0208-001;Conj-w | N-proper-ms;H0208
H0208-002;N-proper-ms;H0208
H0345-001;Conj-w | N-proper-ms;H0345
H0345-002;N-proper-ms;H0345
H3222-001;Art | N-mp;H3222
H2533-001;N-proper-ms;H2533
H0790-001;Conj-w | N-proper-ms;H0790
H3506-001;Conj-w | N-proper-ms;H3506
H3763-001;Conj-w | N-proper-ms;H3763
H1092-001;N-proper-ms;H1092
H1092-002;N-proper-md;H1092
H2190-001;Conj-w | N-proper-ms;H2190
H2190-002;Conj-w | N-proper-md;H2190
H6130-001;Conj-w | N-proper-ms;H6130
H0765-001;Conj-w | N-proper-ms;H0765
H0765-002;Conj-w | N-proper-md;H0765
H1160-001;N-proper-ms;H1160
H1838-001;N-proper-fs;H1838
H1224-001;Prep-m | N-proper-fs;H1224
H1224-002;Prep-m | N-proper-ms;H1224
H1224-003;Prep-b | N-proper-fs;H1224
H1224-004;N-proper-fs;H1224
H2367-001;N-proper-ms;H2367
H8489-001;Art | N-proper-ms;H8489
H1908-001;N-proper-ms;H1908
H1908-002;Conj-w | N-proper-ms;H1908
H0911-001;N-proper-ms;H0911
H5762-001;N-proper-fs;H5762
H8072-001;N-proper-ms;H8072
H4957-001;Prep-m | N-proper-fs;H4957
H7586-001;N-proper-ms;H7586
H7586-002;Conj-w | N-proper-ms;H7586
H7586-003;Prep-l | N-proper-ms;H7586
H7586-004; N-proper-ms;H7586
H7586-005;Conj-w, Prep-l | N-proper-ms;H7586
H7586-006;Prep-m | N-proper-ms;H7586
H1177-001;N-proper-ms;H1177
H5907-001;N-proper-ms;H5907
H5907-002;Conj-w | N-proper-ms;H5907
H1924-001;N-proper-ms;H1924
H6464-001;N-proper-fs;H6464
H4105-001;N-proper-fs;H4105
H4105-002;N-proper-ms;H4105
H4308-001;N-proper-fs;H4308
H4314-001;N-proper-ms;H4314
H5933-001;N-proper-ms;H5933
H3509-001;N-proper-ms;H3509
H0425-001;N-proper-ms;H0425
H0425-002; N-proper-ms;H0425
H0425-003;Conj-w | N-proper-ms;H0425
H6373-001;N-proper-ms;H6373
H4014-001;N-proper-ms;H4014
H4025-001;N-proper-ms;H4025
H5902-001;N-proper-ms;H5902
H1681-001;N-fsc | 3mp;H1681
H1681-002;N-fsc;H1681
H1681-003;N-fs;H1681
H1681-004;Conj-w | N-fsc | 2ms;H1681
H1681-005;Conj-w | N-fsc;H1681
H6446-001;N-mp;H6446
H6446-002;Art | N-mp;H6446
H0481-001;V-Piel-Prtcpl-mp;H0481
H0481-002;V-Nifal-Imperf-3fp;H0481
H0481-003;V-Nifal-Perf-1cs;H0481
H0481-004;V-Nifal-Perf-3fs;H0481
H0481-005;Conj-w | V-Nifal-ConjPerf-2ms;H0481
H0481-006;V-Nifal-Imperf-2ms;H0481
H0481-007;Conj-w | V-Nifal-ConjPerf-1cs;H0481
H0485-001;N-fp;H0485
H0485-002;N-fsc | 1cs;H0485
H0485-003;N-fpc | 2mp;H0485
H0485-004;Prep-l | N-fsc | 1cs;H0485
H0485-005;N-fpc | 3ms;H0485
H3394-001;Conj-w, Art | N-ms;H3394
H3394-002;Art | N-ms;H3394
H3394-003;Prep-l, Art | N-ms;H3394
H3394-004;Conj-w | N-ms;H3394
H3394-005;Conj-w, Prep-l, Art | N-ms;H3394
H3394-006;N-ms;H3394
H3394-007;Prep-k | N-ms;H3394
H1605-001;Conj-w | V-Qal-ConsecImperf-3ms;H1605
H1605-002;V-Qal-Imperf-2mp;H1605
H1605-003;V-Qal-Perf-2ms;H1605
H1605-004;V-Qal-Imp-ms;H1605
H1605-005;Conj-w | V-Qal-ConjPerf-3ms;H1605
H1605-006;Conj-w, Prep-m | V-Qal-Inf;H1605
H1605-007;V-Qal-Prtcpl-ms;H1605
H1605-008;V-Qal-Imperf-3ms;H1605
H1605-009;Conj-w | V-Qal-ConjImperf-3ms;H1605
H1605-010;Conj-w | V-Qal-ConjPerf-1cs;H1605
H0375-001;Interrog;H0375
H0375-002;Conj-w | Interrog;H0375
H1886-001;N-proper-fs | 3fs;H1886
H1886-002;Prep-b | N-proper-fs;H1886
H5230-001;Conj-w | V-Hitpael-ConsecImperf-3mp;H5230
H5230-002;V-Piel-Perf-3cp;H5230
H5230-003;Prep-l | V-Hitpael-Inf;H5230
H5230-004;V-Qal-Prtcpl-ms;H5230
H0953-017;N-fs;H0953
H6584-001;Conj-w | V-Hifil-ConsecImperf-3mp;H6584
H6584-002;Conj-w | V-Hifil-ConjPerf-3ms;H6584
H6584-003;Conj-w | V-Qal-ConjPerf-3ms;H6584
H6584-004;Conj-w | V-Hifil-Imp-ms;H6584
H6584-005;Conj-w | V-Hifil-ConsecImperf-3ms;H6584
H6584-006;Conj-w | V-Qal-ConjPerf-2ms;H6584
H6584-007;V-Qal-Perf-3cp;H6584
H6584-008;Conj-w | V-Qal-ConsecImperf-3mp;H6584
H6584-009;Conj-w | V-Hitpael-ConsecImperf-3ms;H6584
H6584-010;Conj-w | V-Qal-ConsecImperf-3ms;H6584
H6584-011;V-Qal-Perf-2mp;H6584
H6584-012;V-Qal-Perf-1cp;H6584
H6584-013;Prep-l | V-Piel-Inf;H6584
H6584-014;Conj-w | V-Hifil-ConsecImperf-3mp | 3ms;H6584
H6584-015;Prep-l | V-Hifil-Inf;H6584
H6584-016;V-Hifil-Prtcpl-mp;H6584
H6584-017;V-Qal-Prtcpl-mp;H6584
H6584-018;V-Hifil-Perf-3ms;H6584
H6584-019;V-Hifil-Imperf-2ms;H6584
H6584-020;V-Qal-Perf-1cs;H6584
H6584-021;V-Qal-Imp-ms | 3fs;H6584
H6584-022;Conj-w | V-Hifil-ConjPerf-3cp;H6584
H6584-023;Conj-w | V-Hifil-ConjPerf-3cp | 2fs2;H6584
H6584-024;V-Qal-Imperf-3mp;H6584
H6584-025;V-Hifil-Imperf-1cs | 3fse;H6584
H6584-026;V-Qal-Perf-3ms;H6584
H6584-027;V-Hifil-Imperf-2mp | Pn;H6584
H6584-028;V-Hifil-Perf-3cp;H6584
H7386-001;Adj-ms;H7386
H7386-002;Art | Adj-fp;H7386
H7386-003;Adj-mp;H7386
H7386-004;Art | Adj-mp;H7386
H7386-005;Conj-w | Adj-ms;H7386
H7386-006;Conj-w | Adj-fs;H7386
H7386-007;Adj-fs;H7386
H0736-001;N-fsc;H0736
H0736-002;N-fpc;H0736
H3459-001;N-proper-mp;H3459
H3459-002;Prep-l, Art | N-proper-mp;H3459
H3459-003;Art | N-proper-mp;H3459
H3459-004;Art | N-proper-ms;H3459
H3459-005;Conj-w | N-proper-mp;H3459
H5219-001;N-fs;H5219
H6875-001;Conj-w | N-ms;H6875
H6875-002;N-ms;H6875
H6875-003;Art | N-ms;H6875
H3910-001;Conj-w | N-ms;H3910
H1215-001;N-ms;H1215
H1215-002;N-msc;H1215
H1215-003;Art | N-ms;H1215
H1215-004;Prep-b | N-msc;H1215
H1215-005;Prep-l | N-msc | 3ms;H1215
H1215-006;N-msc | 3ms;H1215
H1215-007;N-msc | 2ms;H1215
H1215-008;N-msc | 2fs;H1215
H1215-009;N-msc | 3mp;H1215
H4084-001;N-proper-mp;H4084
H4084-003;Art | N-proper-ms;H4084
H4084-004;Art | N-proper-fs;H4084
H4084-005;Art | N-proper-mp;H4084
H4900-001;Conj-w | V-Qal-ConsecImperf-3mp;H4900
H4900-002;V-Qal-Imp-mp;H4900
H4900-003;Prep-b | V-Qal-Inf;H4900
H4900-004;V-Qal-Perf-3fs;H4900
H4900-005;Conj-w | V-Qal-ConjPerf-2ms;H4900
H4900-006;Conj-w | V-Qal-ConjPerf-1cs;H4900
H4900-007;V-Qal-Prtcpl-mp;H4900
H4900-008;Conj-w | V-Qal-ConsecImperf-3ms;H4900
H4900-009;V-Qal-Perf-3ms;H4900
H4900-010;Conj-w | V-Qal-ConsecImperf-2ms;H4900
H4900-011;V-Qal-Imperf-3ms;H4900
H4900-012;Conj-w | V-Qal-ConjPerf-3ms;H4900
H4900-013;V-Qal-Imperf-2ms;H4900
H4900-014;Prep-b | V-Qal-Inf | 3ms;H4900
H4900-015;V-Qal-Imperf-2ms | 1cs;H4900
H4900-016;V-Qal-Imp-ms;H4900
H4900-017;V-Qal-Prtcpl-ms;H4900
H4900-018;V-Pual-Prtcpl-fs;H4900
H4900-019;Prep-l | V-Qal-Inf;H4900
H4900-020;V-Qal-Imp-ms | 1cs;H4900
H4900-021;V-Qal-Prtcpl-mpc;H4900
H4900-022;V-Nifal-Imperf-3mp;H4900
H4900-023;V-Pual-Prtcpl-ms;H4900
H4900-024;V-Qal-Perf-1cs | 2fs;H4900
H4900-025;V-Nifal-Imperf-3fs;H4900
H4900-026;V-Qal-Perf-3cp;H4900
H4900-027;V-Qal-Imperf-1cs | 3mp;H4900
H4900-028;Prep-b | V-Qal-Prtcpl-msc;H4900
H7167-001;Conj-w | V-Qal-ConsecImperf-3ms;H7167
H7167-002;Conj-w | V-Qal-ConsecImperf-3mp;H7167
H7167-003;V-Nifal-Imperf-3ms;H7167
H7167-004;Conj-w | V-Qal-ConjPerf-3ms;H7167
H7167-005;V-Qal-Perf-3cp;H7167
H7167-006;V-Qal-QalPassPrtcpl-mp;H7167
H7167-007;Conj-w | V-Nifal-ConsecImperf-3ms;H7167
H7167-008;V-Qal-Perf-3ms;H7167
H7167-009;Conj-w | V-Qal-ConsecImperf-3ms | 3mp;H7167
H7167-010;V-Qal-Imp-mp;H7167
H7167-011;V-Qal-Perf-3fs;H7167
H7167-012;V-Qal-QalPassPrtcpl-mpc;H7167
H7167-013;V-Qal-QalPassPrtcpl-ms;H7167
H7167-014;V-Qal-InfAbs;H7167
H7167-015;V-Qal-Imperf-1cs;H7167
H7167-016;V-Qal-Imperf-1cs | 3fse;H7167
H7167-017;Conj-w | V-Qal-ConsecImperf-3ms | 3fs;H7167
H7167-018;V-Qal-Prtcpl-ms;H7167
H7167-019;V-Nifal-Prtcpl-ms;H7167
H7167-020;V-Nifal-Perf-3ms;H7167
H7167-021;Conj-w | V-Qal-ConsecImperf-1cs;H7167
H7167-022;V-Qal-Perf-2ms;H7167
H7167-023;Conj-w | V-Qal-ConsecImperf-3fs;H7167
H7167-024;Conj-w | V-Qal-ConsecImperf-2ms;H7167
H7167-025;V-Qal-Perf-1cs;H7167
H7167-026;Conj-w, Prep-b | V-Qal-Inf | 1cs;H7167
H7167-027;Prep-l | V-Qal-Inf;H7167
H7167-028;V-Qal-Imperf-2fs;H7167
H7167-029;V-Qal-Imperf-3ms | 3fs;H7167
H7167-030;Conj-w | V-Qal-QalPassPrtcpl-mpc;H7167
H7167-031;Conj-w | V-Qal-ConjPerf-1cs;H7167
H7167-032;Conj-w | V-Qal-ConjImperf-1cs;H7167
H7167-033;Conj-w | V-Qal-Imp-mp;H7167
H2881-001;Conj-w | V-Qal-ConsecImperf-3mp;H2881
H2881-002;Conj-w | V-Qal-ConjPerf-2mp;H2881
H2881-003;Conj-w | V-Qal-ConjPerf-3ms;H2881
H2881-004;Conj-w | V-Qal-ConsecImperf-3ms;H2881
H2881-005;Conj-w | V-Qal-Prtcpl-ms;H2881
H2881-006;V-Nifal-Perf-3cp;H2881
H2881-007;Conj-w | V-Qal-ConjPerf-2fs;H2881
H2881-008;V-Qal-Imperf-2ms | 1cs;H2881
H2963-001;V-Qal-InfAbs;H2963
H2963-002;V-QalPass-Perf-3ms;H2963
H2963-003;V-Qal-Imperf-3ms;H2963
H2963-004;V-Nifal-Imperf-3ms;H2963
H2963-005;Conj-w | V-Qal-ConjPerf-3ms;H2963
H2963-006;V-Qal-Perf-3ms;H2963
H2963-007;V-Qal-Prtcpl-ms;H2963
H2963-008;Prep-l | V-Qal-Inf;H2963
H2963-009;V-Qal-Imperf-1cs;H2963
H2963-010;V-Hifil-Imp-ms | 1cs;H2963
H2963-011;V-Qal-Prtcpl-mpc;H2963
H2963-012;Conj-w | V-Qal-ConsecImperf-3ms;H2963
H8242-001;N-ms;H8242
H8242-002;N-msc | 3ms;H8242
H8242-003;N-mpc | 3mp;H8242
H8242-004;Prep-b | N-msc | 3ms;H8242
H8242-005;N-mp;H8242
H8242-006;Art | N-ms;H8242
H8242-007;Prep-b, Art | N-ms;H8242
H8242-008;Prep-b, Art | N-mp;H8242
H8242-009;Conj-w, Prep-b | N-mp;H8242
H8242-010;N-msc | 1cs;H8242
H8242-011;Conj-w | N-ms;H8242
H4975-001;Prep-b | N-mdc | 3ms;H4975
H4975-002;N-mdc | 2mp;H4975
H4975-003;Prep-m | N-md;H4975
H4975-004;N-md;H4975
H4975-005;N-mdc | 3ms;H4975
H4975-006;Prep-m | N-mdc;H4975
H4975-007;Prep-b | N-mdc | 1cp;H4975
H4975-008;Prep-b | N-mdc | 3mp;H4975
H4975-009;N-mdc | 2ms;H4975
H4975-010;Conj-w | N-mdc | 3mp;H4975
H4975-011;N-mdc | 3fs;H4975
H4975-012;N-mdc | 1cs;H4975
H4975-013;Conj-w | N-mdc;H4975
H4975-014;N-mdc;H4975
H4975-015;Conj-w, Prep-m | N-mdc | 3ms;H4975
H4975-016;N-mdc | 3mp;H4975
H4975-017;Conj-w | N-mdc | 3ms;H4975
H0056-001;Conj-w | V-Hitpael-ConsecImperf-3ms;H0056
H0056-002;Conj-w | V-Hitpael-ConsecImperf-3mp;H0056
H0056-003;V-Hitpael-Perf-3ms;H0056
H0056-004;V-Hitpael-Prtcpl-ms;H0056
H0056-005;V-Hitpael-Imp-fs;H0056
H0056-006;V-Hitpael-Prtcpl-fs;H0056
H0056-007;V-Hitpael-Prtcpl-mp;H0056
H0056-008;Conj-w | V-Hitpael-ConsecImperf-1cs | 3fs;H0056
H0056-009;V-Hitpael-Imperf-2mp;H0056
H0056-010;V-Qal-Imperf-3fs;H0056
H0056-011;Conj-w | V-Qal-ConjPerf-3cp;H0056
H0056-012;V-Qal-Perf-3fs;H0056
H0056-013;V-Qal-Perf-3ms;H0056
H0056-014;Art | V-Hitpael-Prtcpl-mp;H0056
H0056-015;Conj-w | V-Hifil-ConsecImperf-3ms;H0056
H0056-016;V-Hitpael-Imperf-3ms;H0056
H0056-017;V-Hifil-Perf-1cs;H0056
H0056-018;V-Qal-Perf-3cp;H0056
H0056-019;Conj-w | V-Qal-ConjPerf-3ms;H0056
H3985-001;Conj-w | V-Piel-ConsecImperf-3ms;H3985
H3985-002;Conj-w | V-Piel-ConsecImperf-2ms;H3985
H3985-003;V-Piel-Perf-3ms;H3985
H3985-004;V-Piel-Perf-2ms;H3985
H3985-005;V-Piel-Perf-2mp;H3985
H3985-006;V-Piel-InfAbs;H3985
H3985-007;V-Piel-Imperf-3ms;H3985
H3985-008;Conj-w | V-Piel-ConsecImperf-3mp;H3985
H3985-009;Conj-w | V-Piel-ConsecImperf-3fs;H3985
H3985-010;V-Piel-Perf-3fs;H3985
H3985-011;V-Piel-Perf-3cp;H3985
H3985-012;Conj-w | V-Piel-ConsecImperf-2mp;H3985
H3985-013;V-Piel-Imperf-2mp;H3985
H3985-014;V-Piel-Perf-2fs;H3985
H3985-015;V-Piel-Imperf-3mp;H3985
H0057-001;Adj-ms;H0057
H0057-002;Adj-mp;H0057
H0057-003;Prep-k | Adj-msc;H0057
H0057-004;Conj-w, Prep-l | Adj-mpc | 3ms;H0057
H0057-005;Prep-l | Adj-mpc;H0057
H0057-006;Adj-fp;H0057
H7585-001;N-cs | 3fs;H7585
H7585-002;N-cs;H7585
H7585-003;Prep-m | N-cs;H7585
H7585-004;Prep-b | N-cs;H7585
H7585-005;N-csc;H7585
H7585-006;Prep-l | N-cs | 3fs;H7585
H7585-007;Prep-l | N-cs;H7585
H7585-008;Prep-k | N-cs;H7585
H7585-009;V-Qal-Imp-ms | 3fs;H7585
H6318-001;Prep-l | N-proper-ms;H6318
H6318-002;N-proper-ms;H6318
H5631-001;N-msc;H5631
H5631-002;N-mpc | 3ms;H5631
H5631-003;N-mpc;H5631
H5631-004;Prep-l | N-mpc | 3ms;H5631
H5631-005;N-ms;H5631
H5631-006;N-mp;H5631
H5631-007;Art | N-ms;H5631
H5631-008;Conj-w | N-mpc | 3ms;H5631
H5631-009;Art | N-mp;H5631
H5631-010;Conj-w | N-mpc | 3fs;H5631
H5631-011;Prep-m | N-mpc;H5631
H5631-012;Conj-w | N-mpc;H5631
H5631-013;Prep-l, Art | N-mp;H5631
H5631-014;Conj-w, Art | N-mp;H5631
H5631-015;Conj-w | N-mp;H5631
H2876-001;Art | N-mp;H2876
H2876-002;Prep-l, Art | N-ms;H2876
H2876-003;Art | N-ms;H2876
H2876-004;N-mp;H2876
H5726-001;N-proper-ms;H5726
H5726-002;Art | N-proper-ms;H5726
H2437-001;N-proper-ms;H2437
H2437-002;Conj-w | N-proper-ms;H2437
H7770-001;N-proper-fs;H7770
H6147-001;N-proper-ms;H6147
H6147-002;Prep-l | N-proper-ms;H6147
H0209-001;N-proper-ms;H0209
H0209-002;Prep-l | N-proper-ms;H0209
H0209-003;Conj-w | N-proper-ms;H0209
H7956-001;N-proper-ms;H7956
H7956-002;Prep-l | N-proper-ms;H7956
H7956-003;Conj-w | N-proper-ms;H7956
H3580-001;Prep-b | N-proper-fs;H3580
H8559-001;N-proper-fs;H8559
H8559-002;Prep-l | N-proper-fs;H8559
H8559-003;Conj-w | N-proper-fs;H8559
H8559-004;Prep-m | N-proper-fs;H8559
H2992-001;Conj-w | V-Piel-Imp-ms;H2992
H2992-002;Conj-w | V-Piel-ConjPerf-3ms | 3fs;H2992
H2992-003;V-Piel-Inf | 1cs;H2992
H0490-001;N-fs;H0490
H0490-002;N-fp;H0490
H0490-003;Conj-w | N-fs;H0490
H0490-004;Conj-w, Art | N-fs;H0490
H0490-005;Conj-w, Prep-l, Art | N-fs;H0490
H0490-006;Art | N-fs;H0490
H0490-007;Conj-w | N-fpc | 3ms;H0490
H0490-008;N-fpc | 3ms;H0490
H0490-009;Prep-b | N-fpc | 3ms;H0490
H0490-010;N-fsc | 3ms;H0490
H0490-011;Conj-w | N-fp;H0490
H0490-012;Conj-w | N-fpc | 2ms;H0490
H0490-013;Prep-k | N-fs;H0490
H0490-014;Prep-k | N-fp;H0490
H0490-015;N-fpc | 3fs;H0490
H8553-001;N-proper-fs | 3fs;H8553
H8553-002;N-proper-fs;H8553
H8553-003;Conj-w | N-proper-fs;H8553
H8553-004;Conj-w | N-proper-fs | 3fs;H8553
H8553-005;Prep-b | N-proper-fs | 3fs;H8553
H2524-001;N-msc | 2fs;H2524
H2524-002;N-msc | 3fs;H2524
H0491-001;N-fsc | 3fs;H0491
H0491-002;N-fsc;H0491
H0491-003;N-fpc | 2fs;H0491
H5968-001;Conj-w | V-Hitpael-ConsecImperf-3fs;H5968
H5968-002;V-Pual-Prtcpl-fs;H5968
H5968-003;V-Pual-Perf-3cp;H5968
H5968-004;V-Hitpael-Imperf-3fp;H5968
H5968-005;Conj-w | V-Hitpael-ConsecImperf-3ms;H5968
